text,alpha2_code,language_code,date,cluster,country,tokens,state
Solidarität für Ukraine Rund 3.500 Bürger aus Münster ... - ALLES MÜNSTER,DE,de,2022-02-25,Volunteering and Donations,Germany,25,Glarus
Ukraine: Die Schweiz zwischen Fassungslosigkeit und Sorge - Neue Zürcher Zeitung - NZZ,CH,de,2022-02-25,Refugee Routes from Ukraine,Switzerland,25,Saarland
Russia-Ucraina. Il governo si attivi per la protezione dei cittadini ... - Asgi,CH,it,2022-02-25,Sanktions Russia and War Strategy,Switzerland,22,Rhineland-Palatinate
"Guerra in Ucraina, permessi più veloci: il piano del Viminale per riunire le famiglie - la Repubblica",CH,it,2022-02-25,Children and Human Rights,Switzerland,33,Baden-Württemberg
"Zelensky lancia l'allarme: ""I russi tenteranno la conquista di Kiev ... - AGI - Agenzia Italia",CH,it,2022-02-25,Sanktions Russia and War Strategy,Switzerland,31,Baden-Württemberg
Stato di emergenza: conseguenze sul popolo ucraino | MSF Italia - Medici Senza Frontiere,CH,it,2022-02-25,Current Information War,Switzerland,26,Zurich
"Ucraina, cinque milioni di profughi, l'Onu: proteggere i bambini - ilmattino.it",CH,it,2022-02-25,Children and Human Rights,Switzerland,30,Basel
Immigrazione dall'Ucraina in Italia: quante persone potrebbero ... - LA NOTIZIA,CH,it,2022-02-25,Migration Apart from Ukraine,Switzerland,23,Ticino
"Profughi ucraini, Daniela Pompei di Sant'Egidio: ecco come li accoglieremo - Corriere Roma",CH,it,2022-02-25,Volunteering and Donations,Switzerland,30,Appenzell Innerrhoden
"Guerra in Ucraina, l'Ue si prepara a un'ondata di rifugiati. Questa ... - EURACTIV Italia",CH,it,2022-02-25,Current Information Refugees,Switzerland,31,Schaffhausen
"Guerra Russia-Ucraina, la diretta - Kiev sotto assedio. Zelenski ... - Il Fatto Quotidiano",CH,it,2022-02-25,Sanktions Russia and War Strategy,Switzerland,29,Solothurn
"Natasha Stefanenko: «I presunti amici non hanno aiutato. Russi e ucraini sono fratelli, le armi non dovrebbero - corriereadriatico.it",CH,it,2022-02-25,Sanktions Russia and War Strategy,Switzerland,44,Thuringia
"Profughi Ucraina, il Veneto prepara l'accoglienza. ""Rifugio a chi ... - il Resto del Carlino",CH,it,2022-02-25,Volunteering and Donations,Switzerland,33,Jura
Quanti militari e mezzi schiera l'Italia. E come aiuterà i profughi - Formiche.net,CH,it,2022-02-25,Current Information Refugees,Switzerland,26,Rhineland-Palatinate
"I talebani ""preoccupati"" per le vittime civili in Ucraina - EuropaToday",CH,it,2022-02-25,Accomodation,Switzerland,23,Geneva
"Guerra Ucraina-Russia, le notizie di venerdì 25 febbraio: congelati beni di Putin e Lavrov, la Nato manda... - Corriere della Sera",CH,it,2022-02-25,Sanktions Russia and War Strategy,Switzerland,46,Saarland
«Siamo stati svegliati dalle bombe»: le testimonianze pugliesi dall'Ucraina - La Gazzetta del Mezzogiorno,CH,it,2022-02-25,Current Information War,Switzerland,35,Basel
Ucraina: la Chiesa di Roma in preghiera per la pace - Romasette.it,CH,it,2022-02-25,Statements by the Church,Switzerland,22,Rhineland-Palatinate
"Ucraina: messaggi, veglie di preghiera, appelli dal mondo e dall ... - ACI Stampa",CH,it,2022-02-25,Volunteering and Donations,Switzerland,26,Valais
Erste Flüchtlinge aus der Ukraine sind in Deutschland eingetroffen - RND,DE,de,2022-02-26,Current Information Refugees,Germany,19,Sankt Gallen
Flucht aus der Ukraine: Polen öffnet Arme und Geldbeutel ... - tagesschau.de,DE,de,2022-02-26,Refugee Routes from Ukraine,Germany,24,Berlin
"Ulm, Heidenheim, LEA: Vorbereitungen für ukrainische Flüchtlinge - SWR Aktuell",DE,de,2022-02-26,Local Communities,Germany,30,Thuringia
Schweiz: Kein generelles Asyl für ukrainische Flüchtlinge - Neue Zürcher Zeitung - NZZ,DE,de,2022-02-26,Current Information Refugees,Germany,30,North Rhine-Westphalia
UN-Sonderbotschafterin Angelina Jolie sagt Ukraine-Flüchtlingen Hilfe zu - STERN.de,DE,de,2022-02-26,Local Communities,Germany,24,Schwyz
Krieg in der Ukraine: „Bisher spielte Asyl keine Rolle – das wird sich radikal verändern“ - WirtschaftsWoche,DE,de,2022-02-26,Local Communities,Germany,32,Jura
Erste Kriegsflüchtlinge erreichen den Nordosten - Nordkurier,DE,de,2022-02-26,Accomodation,Germany,19,Schaffhausen
115.000 Ukrainerinnen und Ukrainer haben Grenze zu Polen ... - DER STANDARD,DE,de,2022-02-26,Current Information Refugees,Germany,19,Zurich
"Sur l'accueil de réfugiés ukrainiens, la France solidaire mais dans l ... - Le Monde",CH,fr,2022-02-26,Current Information Refugees,Switzerland,27,Solothurn
VESOUL. Yacouba Bamba : un jeune migrant menacé d'expulsion - Est Républicain,CH,fr,2022-02-26,Problems Refugee Management,Switzerland,26,Zurich
"Guerre en Ukraine, l’Union européenne s’attend à un afflux de réfugiés - La Croix",CH,fr,2022-02-26,Current Information Refugees,Switzerland,27,Fribourg
"Décryptage | L'Ukraine, un pays qui n'existe pas aux yeux de ... - La Presse",CH,fr,2022-02-26,Volunteering and Donations,Switzerland,26,Zug
SOS Ukraine : Meeting de solidarité avec les résistants de Kiev et ... - La Règle du Jeu,CH,fr,2022-02-26,Volunteering and Donations,Switzerland,26,Glarus
"La guerre en Ukraine ""durera"", ouverture du Salon de l'agriculture à ... - franceinfo",CH,fr,2022-02-26,Current Information War,Switzerland,24,Schaffhausen
"„Unmöglich, einen so großen Zustrom von Flüchtlingen aufzuhalten“ | Cicero Online - Cicero Online",DE,de,2022-02-26,Accomodation,Germany,28,Schleswig-Holstein
Ukraine: In NRW wird für Frieden demonstriert - WDR Nachrichten,DE,de,2022-02-26,Current Information War,Germany,18,Appenzell Innerrhoden
Dante-Illustrationen in Berlin: Sie wandeln unter Lichtfontänen - FAZ - Frankfurter Allgemeine Zeitung,DE,de,2022-02-26,Volunteering and Donations,Germany,30,Bavaria
"Flucht in die Schweiz – «Wenn die Russen kommen, ist es zu spät» - Der Bund",CH,de,2022-02-26,Sanktions Russia and War Strategy,Switzerland,23,Nidwalden
VIDÉO. Guerre en Ukraine : l’angoisse des proches qui attendent des réfugiés aux postes-frontières - Le Parisien,CH,fr,2022-02-26,Local Communities,Switzerland,33,Saarland
La Ville de Lorient se mobilise pour les Ukrainiens - Le Télégramme,CH,fr,2022-02-26,Volunteering and Donations,Switzerland,17,Saxony
In Italia arriverà il 13% degli ucraini in fuga. Ecco il piano dell’Ue per la crisi - la Repubblica,CH,it,2022-02-26,Volunteering and Donations,Switzerland,35,Fribourg
Dall'Ucraina 200 mila rifugiati nei Paesi confinanti - AGI - Agenzia Italia,CH,it,2022-02-26,Local Communities,Switzerland,27,Jura
"Kiev, la città è deserta e i civili combattono dietro le barricate - Avvenire",CH,it,2022-02-26,Volunteering and Donations,Switzerland,24,Aargau
"Guerra Ucraina, il giallo: dov'è Zelensky? Lui: ""Conquistato il diritto a entrare in Ue"" - IL GIORNO",CH,it,2022-02-26,Current Information War,Switzerland,41,Grisons
"""In fuga dall'Ucraina, a Odessa ho visto la morte"". La storia di Eugenia, scampata alla strage del 2014 - ArezzoNotizie",CH,it,2022-02-26,Current Information Refugees,Switzerland,40,Zug
"Russia, armi chimiche: l’Ucraina denuncia attacchi possibili nel Donbass per dare la colpa a Kiev - Globalist.it",CH,it,2022-02-26,Sanktions Russia and War Strategy,Switzerland,34,Lower Saxony
"Il grande esodo, 15 km di coda per fuggire dalla guerra - Mondo - Agenzia ANSA",CH,it,2022-02-26,Volunteering and Donations,Switzerland,26,Brandenburg
Guerra in Ucraina e sport: Italbasket in campo coi colori dell'Ucraina. Playoff Mondiali: anche la Svezia rifiuta la Russia - La Gazzetta dello Sport,CH,it,2022-02-26,Current Information War,Switzerland,44,Saarland
a Reggio Emilia protagonista l'arrampicata sportiva italiana. La FASI ... - Federazione Arrampicata Sportiva Italiana,CH,it,2022-02-26,Current Information Refugees,Switzerland,32,Mecklenburg-Vorpommern
Crisi in Ucraina: avviata la prima campagna SPAM che sfrutta le ... - Hardware Upgrade,CH,it,2022-02-26,Current Information War,Switzerland,26,Schleswig-Holstein
"I russi stanno colpendo le infrastrutture civili in Ucraina, ma ... - Fanpage.it",CH,it,2022-02-26,Sanktions Russia and War Strategy,Switzerland,26,Thuringia
Cagliari si schiera contro la guerra in Ucraina: oltre 2500 persone in ... - Cagliaripad.it,CH,it,2022-02-26,Current Information War,Switzerland,28,Glarus
"Dall'Ucraina a Trento: dalla rete delle badanti alle aziende, al lavoro ... - l'Adige",CH,it,2022-02-26,Volunteering and Donations,Switzerland,28,Saarland
Zelensky sveglia l'occidente e unisce gli ucraini - Il Foglio,CH,it,2022-02-26,Current Information War,Switzerland,23,Saxony
"Eric Adams, ma lo hai capito che sei il sindaco di una città con 800 ... - La Voce di New York",CH,it,2022-02-26,Volunteering and Donations,Switzerland,27,North Rhine-Westphalia
Enge Zusammenarbeit zur Aufnahme von Flüchtenden aus der ... - Baden-Württemberg,CH,de,2022-02-27,Accomodation,Switzerland,23,Zug
EU will unbegrenzt Ukraine-Flüchtlinge aufnehmen - DW (Deutsch),CH,de,2022-02-27,Current Information Refugees,Switzerland,21,Solothurn
BW: Aufnahme von Flüchtenden aus der Ukraine eng abgestimmt - SWR Aktuell,CH,de,2022-02-27,Local Communities,Switzerland,22,Ticino
Nigerianer und Inder auf der Flucht aus der Ukraine: Auch sie ... - Berliner Zeitung,CH,de,2022-02-27,Current Information Refugees,Switzerland,23,Basel
Sammy Mahdi: «La Belgique ne comptera pas le nombre d ... - Le Soir,CH,fr,2022-02-27,Volunteering and Donations,Switzerland,21,Schleswig-Holstein
Quel statut pour les Ukrainiens fuyant la guerre ? - L'Obs,CH,fr,2022-02-27,Volunteering and Donations,Switzerland,19,Sankt Gallen
"Alors que Moscou poursuit son offensive, l'Europe ferme son ciel aux avions russes - RTS.ch",CH,fr,2022-02-27,Sanktions Russia and War Strategy,Switzerland,26,Brandenburg
"Rennes : un mois et demi après la réquisition du gymnase de la Poterie, les migrants sont toujours là - France Bleu",CH,fr,2022-02-27,Problems Refugee Management,Switzerland,28,Obwalden
Berlinerin Alexandra (31) hat Angst um ihren Vater: Mein Herz ist in ... - BILD,CH,de,2022-02-27,Children and Human Rights,Switzerland,23,Thurgau
Près de 370'000 Ukrainiens ont déjà trouvé refuge en Europe selon le HCR - RTS.ch,CH,fr,2022-02-27,Current Information Refugees,Switzerland,22,Nidwalden
La France va proposer l'activation de la directive européenne de ... - EURACTIV France,CH,fr,2022-02-27,Refugee Routes from Ukraine,Switzerland,20,Jura
"Ukraine: 368 000 réfugiés dans les pays voisins, des banques russes exclues de SWIFT - VOA Afrique",CH,fr,2022-02-27,Sanktions Russia and War Strategy,Switzerland,32,Saarland
Guerre en Ukraine : Le maire de Marseille Benoît Payan se dit prêt à accueillir des réfugiés - 20 Minutes,CH,fr,2022-02-27,Local Communities,Switzerland,34,Brandenburg
Réfugiés ukrainiens : « C'est ce qu'on voit dans les films sur la 2 e ... - Radio-Canada.ca,CH,fr,2022-02-27,Local Communities,Switzerland,31,Rhineland-Palatinate
Ukraine-Krise: Mehr als Hunderttausend demonstrieren in Berlin ... - SÜDKURIER Online,CH,de,2022-02-27,Volunteering and Donations,Switzerland,26,Mecklenburg-Vorpommern
Schüsse knallen durch Halle-Neustadt: arabischer Hochzeitskorso ... - Du bist Halle,CH,de,2022-02-27,Accomodation,Switzerland,27,Lucerne
"Ucraina, l'Europa lavora al piano per i rifugiati: l'Italia accoglierà il 13 ... - Open",CH,it,2022-02-27,Current Information Refugees,Switzerland,31,Grisons
"Arrivati in Italia i primi pullman di profughi ucraini, si moltiplicano le offerte di accoglienza - AGI - Agenzia Italia",CH,it,2022-02-27,Current Information Refugees,Switzerland,40,Solothurn
"Guerra Russia-Ucraina, il dramma dei profughi: in migliaia fuggiti nei Paesi vicini. FOTO - Sky Tg24",CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,35,Nidwalden
"Ucraina, emergenza profughi: migliaia in fila ai confini. I sindaci italiani in campo - ilmattino.it",CH,it,2022-02-27,Local Communities,Switzerland,31,Bremen
"Associazione Italo Ucraina di Puglia e Basilicata, iniziata la raccolta di beni di prima necessità a Bari - Corriere del Mezzogiorno",CH,it,2022-02-27,Volunteering and Donations,Switzerland,42,Saarland
"Salvini: ""Per profughi ucraini porte aperte, qui c'è enorme spazio"" - Today.it",CH,it,2022-02-27,Local Communities,Switzerland,28,Vaud
Si scappa dall’Ucraina. L’Onu: in fuga quasi 370mila persone - Vatican News - Italiano,CH,it,2022-02-27,Volunteering and Donations,Switzerland,29,Appenzell Ausserrhoden
CONEGLIANO | PULLMAN BATTISTUZZI IN VIAGGIO PER TRASPORTARE I RIFUGIATI - ANTENNA TRE,CH,it,2022-02-27,Current Information Refugees,Switzerland,37,Bremen
Il piccolo paese polacco verso cui scappano migliaia di ucraini - Il Post,CH,it,2022-02-27,Volunteering and Donations,Switzerland,23,Zurich
L’invasione russa getta nel panico migliaia di studenti africani intrappolati in Ucraina - Africa Express,CH,it,2022-02-27,Children and Human Rights,Switzerland,31,Hesse
"Guerra Ucraina-Russia, migliaia di profughi fuggiti nei Paesi vicini - Adnkronos",CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,28,Aargau
"L'esercito russo è entrato a Kharkiv, seconda città dell'Ucraina - Daily Verona Network",CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,27,Vaud
Krieg: MV organisiert Hilfe für Flüchtlinge aus der Ukraine - Nordkurier,DE,de,2022-02-27,Local Communities,Germany,20,Baden-Württemberg
Hilfe für Ukraine: Leipziger Wohnungsbörse will Geflüchteten helfen - Leipziger Volkszeitung,DE,de,2022-02-27,Local Communities,Germany,30,Hamburg
Dai porti chiusi alle porte aperte: la crisi ucraina ha (forse) unito l'Ue nella solidarietà - EuropaToday,CH,it,2022-02-27,Refugee Routes from Ukraine,Switzerland,36,Basel
Cos'è e come funziona la direttiva Ue per la protezione temporanea degli sfollati - AGI - Agenzia Italia,CH,it,2022-02-27,Migration Apart from Ukraine,Switzerland,33,Thuringia
"Le foto della guerra tra Russia e Ucraina: la battaglia di Kharkiv, i volontari della resistenza a Kiev - Corriere della Sera",CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,34,Nidwalden
Crisi Ucraina: la RAI sostiene la campagna di raccolta di Croce ... - UNICEF Italia,CH,it,2022-02-27,Volunteering and Donations,Switzerland,28,Solothurn
"Guerra in Ucraina, la mappa dell'attacco russo: Kiev, Kharkiv e Chernhiv resistono all’offensiva - Corriere della Sera",CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,39,North Rhine-Westphalia
Bombe a grappolo russe colpiscono un asilo ucraino - Amnesty International,CH,it,2022-02-27,Sanktions Russia and War Strategy,Switzerland,21,Nidwalden
"Guerra Ucraina, Italia accoglie i primi richiedenti asilo: sono ... - Radio Norba News",CH,it,2022-02-27,Current Information Refugees,Switzerland,26,Nidwalden
"Ucraina, la guerra dei bambini: l'orrore dell'infanzia senza pietà - ilmattino.it",CH,it,2022-02-27,Children and Human Rights,Switzerland,29,Appenzell Innerrhoden
Online la procedura per richiedere il bonus asilo nido 2022 - varesenews.it,CH,it,2022-02-27,Problems Refugee Management,Switzerland,23,Uri
"Scuole Faes, la guerra in Ucraina raccontata dall’inviato del «Corriere» Andrea Nicastro in diretta dal fronte - Corriere Milano",CH,it,2022-02-27,Current Information War,Switzerland,37,Ticino
"Federclimb, Gianluca Zodda nuovo primatista italiano dell ... - AGR online",CH,it,2022-02-27,Current Information Refugees,Switzerland,22,Saxony-Anhalt
Suisse – Statut de protection «S» pour les réfugiés ukrainiens exigé - Le Matin,CH,fr,2022-02-28,Current Information Refugees,Switzerland,26,Uri
"Les négociations pour la paix ont commencé, alors que les combats se poursuivent en Ukraine - RTS.ch",CH,fr,2022-02-28,Current Information War,Switzerland,27,Solothurn
Guerre en Ukraine : la question de l'accueil des réfugiés en France ... - franceinfo,CH,fr,2022-02-28,Current Information Refugees,Switzerland,23,Brandenburg
"Guerre en Ukraine: Éric Zemmour ""préfère"" que les réfugiés ""soient en Pologne"" - BFMTV",CH,fr,2022-02-28,Current Information Refugees,Switzerland,34,Lucerne
Guerre en Ukraine : des réfugiés discriminés en raison de leur ... - Courrier international,CH,fr,2022-02-28,Local Communities,Switzerland,22,Uri
Conflit Russie - Ukraine : des étudiants noirs et indiens dénoncent les préjugés à la frontière - BBC Afrique,CH,fr,2022-02-28,Sanktions Russia and War Strategy,Switzerland,32,Zurich
Airbnb: 100'000 logements temporaires à des réfugiés ukrainiens - Léman Bleu,CH,fr,2022-02-28,Local Communities,Switzerland,27,Rhineland-Palatinate
Réfugiés ukrainiens : accueil d'urgence et collecte de dons - La Seyne.fr,CH,fr,2022-02-28,Local Communities,Switzerland,25,Ticino
Guerre en Ukraine : Martine Aubry demande aux Lillois volontaires d’accueillir des réfugiés - 20 Minutes,CH,fr,2022-02-28,Local Communities,Switzerland,31,Saxony-Anhalt
"Réfugiés ukrainiens : ""Les capacités d'accueil seront trouvées ... - franceinfo",CH,fr,2022-02-28,Local Communities,Switzerland,24,Mecklenburg-Vorpommern
"ENTRETIEN. Guerre en Ukraine : potentiellement ""4 millions"" de réfugiés selon l'UNHCR - LaDepeche.fr",CH,fr,2022-02-28,Local Communities,Switzerland,34,Ticino
Une eurodéputée hongroise en Ukraine appelle à une « solution ... - EURACTIV France,CH,fr,2022-02-28,Refugee Routes from Ukraine,Switzerland,24,Hamburg
Guerre en Ukraine : « montée en flèche » des besoins humanitaires ... - ONU Info,CH,fr,2022-02-28,Current Information War,Switzerland,25,Hesse
"Autun, première ville de Bourgogne à accueillir des réfugiés ukrainiens - France Bleu",CH,fr,2022-02-28,Local Communities,Switzerland,27,Schaffhausen
Toulouse accueillera-t-elle des réfugiés ukrainiens ? - LaDepeche.fr,CH,fr,2022-02-28,Current Information Refugees,Switzerland,25,Basel
Guerre en Ukraine : Béziers organise une collecte de dons pour les réfugiés ukrainiens - France Bleu,CH,fr,2022-02-28,Local Communities,Switzerland,31,Schleswig-Holstein
Alpes-de-Haute-Provence : 200 réfugiés venus d'Ukraine pourraient être accueillis par des habitants - 20 Minutes,CH,fr,2022-02-28,Local Communities,Switzerland,37,Solothurn
Guerre en Ukraine : un appel aux dons en Drôme pour soutenir un camp de réfugiés ukrainiens - France Bleu,CH,fr,2022-02-28,Local Communities,Switzerland,33,Glarus
